ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Restaurant_address,Delivery_address
135E,BANGRES18DEL03,27,4.7,12.913041,77.683237,12.943041,77.713237,01-04-2022,21:15:00,21:25:00,conditions Sandstorms,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 23,"Byg Brewsky, Sarjapura Road, Junnasandra, Doddakannalli, Bangalore East, Bengaluru Urban, Karnataka, 560035, India","Munekolala, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
C337,KOCRES17DEL03,32,4.8,9.959778,76.296106,9.989778,76.326106,15-02-2022,18:45:00,18:50:00,conditions Sunny,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 23,"269, 8th Cross Road, Panampilly Nagar, Ernakulam, Kanayannur, Ernakulam, Kerala, 682036, India","Ernakulam, Kanayannur, Ernakulam, Kerala, 682028, India"
9271,COIMBRES20DEL01,38,4.9,10.994136,76.963303,11.004136,76.973303,21-03-2022,08:30:00,08:40:00,conditions Sunny,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 17,"Big Bazzar Street, Kottaimedu, Ward 74, Central Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641001, India","Rangammal High School, Park Road, AIT Colony, Ward 73, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
51A9,VADRES15DEL03,21,4.8,0.0,0.0,0.09,0.09,02-04-2022,19:50:00,20:05:00,conditions Windy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 15,,
A574,JAPRES16DEL01,35,4.8,26.849596,75.800512,26.889596,75.840512,11-03-2022,15:30:00,15:40:00,conditions Fog,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 16,"Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur, Rajasthan, 302018, India","Jawahar Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
2772,INDORES14DEL02,22,4.8,22.761593,75.886362,22.781593,75.906362,11-03-2022,12:00:00,12:15:00,conditions Sandstorms,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 30,"Vrindavan Restaurant, 13 Old, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Lasudia Mori, Lasuriamori, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
B383,MUMRES07DEL02,20,4.7,19.091458,72.827808,19.111458,72.847808,15-03-2022,10:40:00,10:50:00,conditions Sunny,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 19,"Sesame, 1005, Juhu Tara Road, Chandrabai Nagar, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400049, India","Andheri East, K/E Ward, Zone 3, Mumbai Suburban, Maharashtra, 400057, India"
C395,ALHRES05DEL01,35,4.5,25.457687,81.835585,25.497687,81.875585,13-02-2022,15:50:00,15:55:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 26,"Civil Lines, Prayagraj, Uttar Pradesh, 211001, India","Govindpur, Prayagraj, Uttar Pradesh, 211001, India"
8064,MUMRES09DEL03,35,4.8,18.994049,72.825203,19.054049,72.885203,09-03-2022,23:35:00,23:45:00,conditions Sandstorms,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 22,"KFC, 462, Senapati Bapat Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai City, Maharashtra, 400013, India","Sion Panvel Highway, Suman Nagar, M/W Ward, Zone 5, Mumbai Suburban, Maharashtra, 400024, India"
167B,SURRES13DEL01,37,3.6,21.170096,72.789122,21.240096,72.859122,06-03-2022,20:45:00,20:55:00,conditions Sunny,Jam ,2,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 32,"Majura Taluka, Surat, Gujarat, 395007, India","Amroli, Adajan Taluka, Surat, Gujarat, 394105, India"
DA6F,ALHRES02DEL01,38,4.7,25.453436,81.833167,25.463436,81.843167,17-02-2022,10:00:00,10:15:00,conditions Stormy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 27,"Lal Bahadur Shastri Marg, Civil Lines, Prayagraj, Uttar Pradesh, 211001, India","Katra, Prayagraj, Uttar Pradesh, 211001, India"
305B,HYDRES18DEL01,21,4.6,17.450851,78.379347,17.560851,78.489347,04-03-2022,17:50:00,17:55:00,conditions Stormy,Medium ,1,Buffet ,scooter ,0,No ,NaN ,(min) 16,"KFC, Hitec City Road, Vittal Rao Nagar, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500081, India","Medchal mandal, Medchal–Malkajgiri, Telangana, 500014, India"
14F5,MYSRES06DEL02,33,4.9,12.323994,76.626167,12.403994,76.706167,04-04-2022,22:50:00,22:55:00,conditions Stormy,Low ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 18,"Kalidasa Road, Gokulam, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Ganjam, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
CBCC,DEHRES010DEL01,20,4.9,30.328174,78.049117,30.398174,78.119117,18-02-2022,22:25:00,22:30:00,conditions Sandstorms,Low ,2,Drinks ,electric_scooter ,0,No ,Urban ,(min) 15,"Dehradun College of Art, 19-C, Subhash Road, Dehradun, Uttarakhand, 248001, India","bashwalgaon, rajrajeshwari, Dehradun, Uttarakhand, 248009, India"
AFB3,CHENRES13DEL02,34,4.7,13.027018,80.254791,13.107018,80.334791,29-03-2022,18:45:00,18:50:00,conditions Sandstorms,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 30,"RA Puram 2nd Main Road, Ward 123, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Chennai, Tamil Nadu, 600001, India"
12D2,MUMRES13DEL01,30,4.8,19.178321,72.834715,19.218321,72.874715,24-03-2022,16:10:00,16:20:00,conditions Stormy,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 27,"Joey's Pizza, Shop 1 samruddhi commercial complex, plot 1, Chincholi Bundar Road, Bangur Nagar, P/S Ward, Zone 4, Mumbai Suburban, Maharashtra, 400064, India","MESB Colony Road, Talaopada, R/C Ward, Zone 4, Mumbai Suburban, Maharashtra, 400101, India"
9570,BANGRES18DEL03,37,4.6,12.913041,77.683237,12.973041,77.743237,15-03-2022,17:25:00,17:35:00,conditions Windy,Medium ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 25,"Byg Brewsky, Sarjapura Road, Junnasandra, Doddakannalli, Bangalore East, Bengaluru Urban, Karnataka, 560035, India","9th Cross Road, R. Narayanapura, Whitefield, Gandhipura, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
5290,RANCHIRES14DEL02,23,4.8,0.0,0.0,0.05,0.05,24-03-2022,23:55:00,00:05:00,conditions Sunny,Low ,0,Meal ,motorcycle ,NaN ,No ,Metropolitian ,(min) 19,,
40C0,HYDRES15DEL03,25,4.8,17.45971,78.368855,17.51971,78.428855,11-03-2022,22:25:00,22:35:00,conditions Fog,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 19,"Heart Cup Coffee, B 7 & 8, Hitec City - Kondapur Main Road, jubliee gardens, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India","Usha Mullapudi Cardiac Centre, Gajularamaram Road, Roda Mestry Nagar, Ward 125 Gajularamaram, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500055, India"
C7D9,KOLRES09DEL01,NaN ,NaN ,22.515082,88.36783,22.525082,88.37783,17-02-2022,NaN ,08:35:00,conditions NaN,NaN ,3,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 21,"Anjali Jewelers, 102, Ballygunge Terrace, Dhakuria, Kolkata, West Bengal, 700042, India","Kushtia, Kolkata, West Bengal, 700042, India"
80E3,BANGRES16DEL03,29,4.6,13.029198,77.570997,13.119198,77.660997,29-03-2022,23:40:00,23:55:00,conditions Fog,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 27,"New BEL Road, Jaladarshini Layout, RMV 2nd Stage, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India","CMR University Campus (Lakeside), Hennur Bagalur Road, Chagalatti, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India"
1C02,INDORES04DEL02,20,4.5,22.753659,75.903365,22.833659,75.983365,08-03-2022,18:25:00,18:40:00,conditions Sandstorms,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 27,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Kodwali Buzurg, Sanwer Tahsil, Indore, Madhya Pradesh, 453771, India"
BEE8,BANGRES04DEL01,20,4.8,12.98041,77.640489,13.02041,77.680489,05-04-2022,16:20:00,16:25:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 27,"Tablets (India) Limited, 304-A, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Akshaya Nagar, Kowdenahalli, Bangalore East, Bengaluru Urban, Karnataka, 560016, India"
D713,AURGRES11DEL01,33,4.8,0.0,0.0,0.04,0.04,13-02-2022,15:00:00,15:10:00,conditions Sandstorms,High ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 28,,
2CF9,INDORES20DEL01,36,4.3,22.732225,75.874765,22.842225,75.984765,29-03-2022,20:35:00,20:50:00,conditions Fog,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 36,"Ankur Hospital Pvt Ltd., 10, Yashwant Niwas Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452003, India","Palasiya, Sanwer Tahsil, Indore, Madhya Pradesh, India"
A30C,CHENRES05DEL03,23,5,13.058616,80.264151,13.148616,80.354151,10-03-2022,22:10:00,22:25:00,conditions Fog,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 22,"எக்ஸ்பிரஸ் அவென்யூ மால், 2, Whites Road, Royapettah, Zone 9 Teynampet, Chennai, Tamil Nadu, 600014, India","Chennai, Tamil Nadu, 600001, India"
D6E7,BHPRES03DEL01,20,4.8,23.214294,77.435361,23.284294,77.505361,18-02-2022,22:30:00,22:35:00,conditions Fog,Low ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 22,"Arera Colony, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India","Kanasaiya, Huzur Tahsil, Bhopal, Madhya Pradesh, 462041, India"
C2B3,AGRRES02DEL01,31,5,0.0,0.0,0.01,0.01,15-02-2022,11:25:00,11:35:00,conditions Stormy,High ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 34,,
3FAC,PUNERES010DEL03,29,4.7,18.539299,73.897902,18.599299,73.957902,28-03-2022,20:35:00,20:45:00,conditions Stormy,Jam ,1,Drinks ,motorcycle ,0,No ,Urban ,(min) 14,"North Main Road, Koregaon Park, Ghorpuri, Pune City, Pune, Maharashtra, 411037, India","Haveli, Pune, Maharashtra, 411023, India"
7F17,SURRES12DEL02,26,4.6,21.183434,72.814492,21.263434,72.894492,23-03-2022,18:55:00,19:00:00,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 35,"Surat, Chorasi Taluka, Surat, Gujarat, 395001, India","Kamrej Taluka, Surat, Gujarat, 394101, India"
2CF5,PUNERES17DEL01,36,4.1,18.530963,73.828972,18.570963,73.868972,24-03-2022,15:45:00,15:50:00,conditions Sandstorms,Medium ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 34,"Model Colony, Pune City, Pune, Maharashtra, 411016, India","Vishrantwadi, Khadki, Pune City, Pune, Maharashtra, 411031, India"
9218,INDORES04DEL02,30,4.6,22.753659,75.903365,22.833659,75.983365,27-03-2022,21:20:00,21:35:00,conditions Sunny,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 21,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Kodwali Buzurg, Sanwer Tahsil, Indore, Madhya Pradesh, 453771, India"
56B6,CHENRES01DEL02,27,4.8,13.005801,80.250744,13.135801,80.380744,06-04-2022,18:15:00,18:20:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle ,NaN ,No ,Metropolitian ,(min) 36,"Kasturibai Nagar, CMWSSB Division 175, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India","Chennai, Tamil Nadu, 600001, India"
5E0A,BANGRES03DEL01,29,4.9,12.979166,77.640709,13.089166,77.750709,08-03-2022,19:20:00,19:25:00,conditions Stormy,Jam ,2,Buffet ,scooter ,0,No ,Urban ,(min) 16,"Glen's Bakehouse, 297, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Kodagihalli, Hancharahalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
5E5F,MUMRES19DEL01,37,4.8,19.131141,72.813074,19.14114,72.823074,15-03-2022,11:00:00,11:15:00,conditions Sunny,Low ,1,Meal ,motorcycle ,1,NaN ,Metropolitian ,(min) 10,"Jai Prakash Road, Jeet Nagar, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400061, India","Lokhandwala Complex, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400053, India"
AAF5,PUNERES08DEL02,30,4.7,18.53408,73.89852,18.58408,73.94852,19-03-2022,23:45:00,23:50:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 29,"Koregaon Park, Ghorpuri, Pune City, Pune, Maharashtra, 411037, India","Haveli, Pune, Maharashtra, 411023, India"
F92,INDORES07DEL01,22,4.9,22.722634,75.886959,22.832634,75.996959,12-03-2022,19:50:00,19:55:00,conditions Sandstorms,Jam ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 19,"WittyFeed, 911, Palasia Chowk, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Kadwali Khurd, Sanwer Tahsil, Indore, Madhya Pradesh, India"
3E44,MUMRES11DEL01,24,4.1,18.994237,72.825553,19.004237,72.835553,26-03-2022,10:10:00,10:15:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 24,"Senapati Bapat Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai City, Maharashtra, 400018, India","Railway Colony, F/S Ward, Zone 2, Mumbai City, Maharashtra, 400013, India"
DDE0,BHPRES17DEL03,35,4.5,23.218998,77.373573,23.248998,77.403573,13-02-2022,19:35:00,19:40:00,conditions Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 30,"Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India","Budhwara, Ibrahimpura, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India"
929A,MYSRES01DEL03,28,4.8,12.311072,76.654878,12.371072,76.714878,28-03-2022,17:35:00,17:40:00,conditions Stormy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 23,"RRR Hotel, Gandhi Square, Mandi Mohalla, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Hebbadi Hundi, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
1DCB,COIMBRES17DEL01,21,4.6,11.026117,76.944652,11.136117,77.054652,20-03-2022,20:50:00,21:05:00,conditions Windy,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 25,"Saibaba Colony, Ward 22, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Coimbatore North, Coimbatore, Tamil Nadu, 641107, India"
AE1C,HYDRES13DEL03,38,5,17.431477,78.40035,17.521477,78.49035,12-03-2022,20:55:00,21:00:00,conditions Fog,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 40,"Road Number 45, CBI Colony, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500033, India","Caton Residential Township, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500100, India"
4725,RANCHIRES02DEL02,22,4.9,0.0,0.0,0.05,0.05,07-03-2022,17:50:00,18:00:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25,,
1266,MYSRES13DEL01,35,4.8,12.310972,76.659264,12.420972,76.769264,29-03-2022,23:25:00,23:40:00,conditions Windy,Low ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28,"Pai Vista, Bangalore Nilgiri Road, Mandi Mohalla, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Chikkapalya, Srirangapattana taluk, Mandya, Karnataka, 570014, India"
45EE,JAPRES04DEL02,24,4.6,26.902328,75.794257,26.982328,75.874257,02-03-2022,22:30:00,22:40:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27,"Kachi Basti, Bais Godam, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Jamwa Ramgarh Road, Chandra Mahal Colony, Amer Chak No. 1, Jaipur Municipal Corporation, Amber Tehsil, Jaipur(Rural), Rajasthan, 302036, India"
9D84,COIMBRES08DEL01,33,4.6,11.001852,76.976268,11.041852,77.016268,03-03-2022,16:55:00,17:10:00,conditions Sandstorms,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 27,"Race Course Walking Path, Racecourse, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Ward 37, East Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
3D7E,HYDRES14DEL03,24,4.6,17.426228,78.407495,17.456228,78.437495,21-03-2022,23:55:00,00:00:00,conditions Stormy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 14,"Road Number 45, Nandagiri Hills, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500033, India","Shivaji Nagar, Ward 100 Sanath Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500018, India"
AF2F,CHENRES01DEL02,25,4.6,13.005801,80.250744,13.085801,80.330744,02-03-2022,22:45:00,22:55:00,conditions Sunny,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 27,"Kasturibai Nagar, CMWSSB Division 175, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India","Chennai, Tamil Nadu, 600001, India"
8DE0,RANCHIRES08DEL03,21,4.9,23.353783,85.326967,23.383783,85.356967,01-03-2022,21:45:00,21:55:00,conditions Fog,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 28,"Ranchi Club Road, Chutia, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Tiril, Ranchi, Kanke, Ranchi, Jharkhand, 834009, India"
74C3,RANCHIRES04DEL01,35,4.7,23.359033,85.325347,23.369033,85.335347,28-03-2022,10:20:00,10:35:00,conditions Stormy,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 28,"Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India"
1360,SURRES01DEL03,21,4.7,21.186438,72.794115,21.246438,72.854115,21-03-2022,20:35:00,20:40:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 31,"Surat, Gujarat, 359009, India","Chhaprabhatha, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
74D6,CHENRES16DEL01,26,4.7,13.049645,80.242268,13.159645,80.352268,14-03-2022,22:55:00,23:05:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,NaN ,(min) 22,"Basil with a twist, Habibullah Road, Ward 113, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Chennai, Tamil Nadu, 600001, India"
D80C,BHPRES04DEL02,35,4.7,23.184992,77.417227,23.264992,77.497227,14-02-2022,20:45:00,20:55:00,conditions Sunny,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 28,"Kolar Road, Sarvdharm Colony, Banjari, Kolar Tahsil, Bhopal, Madhya Pradesh, 462042, India","Patel Nagar, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India"
7D2C,JAPRES19DEL03,27,4.8,26.913726,75.75282,27.053726,75.89282,16-03-2022,23:50:00,00:05:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 17,"Decked Up By Garden Café, shekhawat mansingh marg, Nemi Colony, Vaishali Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Seengwana, Kukas, Amber Tehsil, Jaipur(Rural), Rajasthan, India"
6169,SURRES03DEL02,32,4.9,21.186884,72.793616,21.316884,72.923616,20-03-2022,21:35:00,21:45:00,conditions Sunny,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 30,"Surat, Gujarat, 359009, India","SH168, Kamrej Taluka, Surat, Gujarat, 394150, India"
8D3E,BANGRES03DEL01,22,5,12.979166,77.640709,12.989166,77.650709,15-03-2022,10:35:00,10:45:00,conditions Sunny,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 17,"Glen's Bakehouse, 297, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Swamy Vivekananda Road, Benniganahalli, Baiyyappanahalli, Bangalore East, Bengaluru Urban, Karnataka, 560033, India"
D54E,GOARES15DEL01,26,4.6,15.51315,73.78346,15.52315,73.79346,11-02-2022,09:40:00,09:50:00,conditions Cloudy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 10,"Nerul, Sinquerim, Bardez, North Goa, Goa, 403515, India","Pilerne Industrial Estate, Bardez, North Goa, Goa, 403511, India"
78B9,BANGRES16DEL02,34,4.6,13.029198,77.570997,13.079198,77.620997,07-03-2022,17:45:00,17:50:00,conditions Fog,Medium ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 19,"New BEL Road, Jaladarshini Layout, RMV 2nd Stage, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India","Sampigehalli, R K Hegde Nagara, Gastikempanahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, 560077, India"
9C79,CHENRES09DEL02,35,4.1,13.044694,80.26147,13.174694,80.39147,20-03-2022,21:00:00,21:05:00,conditions Cloudy,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 47,"Kaidhi Kitchen, 20/3, Bishop Wallers East Av, CIT Colony, Ward 119, Zone 9 Teynampet, Chennai, Tamil Nadu, 600004, India","Chennai, Tamil Nadu, 600001, India"
D905,AGRRES02DEL02,25,5,0.0,0.0,0.13,0.13,18-02-2022,19:45:00,19:55:00,conditions Stormy,Jam ,2,Snack ,scooter ,1,No ,Urban ,(min) 15,,
B7C3,JAPRES010DEL03,26,4.8,26.921411,75.793604,27.061411,75.933604,02-04-2022,21:40:00,21:45:00,conditions Cloudy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 30,"Mirza Ismael Road, Barodia Scheme, Bani Park, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302006, India","Nangal Turkan, Dhand, Amber Tehsil, Jaipur(Rural), Rajasthan, India"
5F70,INDORES010DEL01,28,4.6,22.75004,75.902847,22.82004,75.972847,04-03-2022,18:25:00,18:40:00,conditions Stormy,Medium ,2,Buffet ,electric_scooter ,0,No ,Urban ,(min) 20,"Hotel Radisson Blu, Service Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Panor, Kanadiya Tahsil, Indore, Madhya Pradesh, 453771, India"
C04C,AURGRES04DEL02,24,4.7,-19.876106,75.340775,19.926106,75.390775,11-02-2022,23:50:00,00:05:00,conditions Windy,Low ,2,Snack ,scooter ,1,No ,Urban ,(min) 16,,"Pokhari, Chhatrapati Sambhajinagar, Maharashtra, 431008, India"
2441,SURRES13DEL01,20,4.8,21.170096,72.789122,21.240096,72.859122,23-03-2022,18:40:00,18:50:00,conditions Fog,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 34,"Majura Taluka, Surat, Gujarat, 395007, India","Amroli, Adajan Taluka, Surat, Gujarat, 394105, India"
BD9C,VADRES01DEL03,24,4.9,22.307898,73.167788,22.367898,73.227788,28-03-2022,22:20:00,22:35:00,conditions Fog,Low ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 16,"Shiv Mahal Party Plot, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
908D,VADRES18DEL03,27,4.9,0.0,0.0,0.06,0.06,28-03-2022,19:50:00,19:55:00,conditions Cloudy,Jam ,1,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 34,,
58A5,INDORES010DEL03,36,4.7,22.75004,75.902847,22.78004,75.932847,17-03-2022,17:25:00,17:35:00,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 28,"Hotel Radisson Blu, Service Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Mayakheri, Kanadiya Tahsil, Indore, Madhya Pradesh, 452010, India"
